BBIM01	BBIM02	BBIM03	BBIM04	BBIM05	BBIM06	BBIM07	BBIM08	BBIM09	BBIM10	BBIM11	BBIM12	BBIM13	BBIM14	BBIM15	BBIM16	BBIM17	BBIM18	BBIM19	BBIM20	BBIM21	BBIM22	BBIM23	BBIM24	BEPH01	BEPH02	BEPH03	BEPH04	BEPH05	BEPH06	BEPH07	BEPH08	BEPH09	BEPH10	BEPH11	BEPH12	BEPH13	BEPH14	BEPH15	BEPH16	BEPH17	BEPH18	BEPH19	BEPH20	BFLA01	BFLA02	BFLA03	BFLA04	BFLA05	BFLA06	BFLA07	BFLA08	BFLA09	BFLA10	BFLA11																																																																																																														
RT	Area	RA																																																																																																																																																																		
18.765	236360.7	0.4170	17.22	56741.3	0.0661	17.594	76927871.7	45.0249	17.486	34571242	28.7404	17.545	2233884.4	2.2175	17.498	2008552.2	4.4544	17.616	9449964.6	6.0609	17.45	23667967.8	37.9304	18.383	134568.3	0.1339	17.229	5091.9	0.0053	17.22	22240.7	0.0264	17.501	37420033.4	33.7974	17.472	28841428.8	36.3579	17.153	8105.3	0.0175	17.197	4107.5	0.0062	17.539	50573944.1	40.0070	17.445	21468859.8	29.4159	17.698	8784721.9	3.9643	17.444	20628939.1	25.9126	17.009	9220.7	0.0346	17.163	34723.3	0.0640	17.154	386128.2	1.9582	17.392	10497212.7	44.3256	17.024	3401.6	0.0101	16.291	617627	2.79536279	16.05	866863.7	2.047478936	15.363	411958.8	0.800390519	16.057	1419094.1	5.973544693	15.589	48340.6	0.136244846	15.464	101492.1	0.502028909	15.359	115290.8	0.76098894	15.589	2554.9	0.003275519	15.355	100257.7	0.364934966	15.353	3507	0.05016602	15.304	6723.6	0.057878927	15.352	17014.3	0.081134089	15.356	130895.2	0.311926227	15.459	5863.4	0.017439063	15.357	169858.9	1.079912703	15.07	1388.4	0.007202186	15.301	1053.2	0.004999016	15.298	2838.5	0.005150227	15.455	9114.6	0.009004923	15.583	17526.1	0.07019464	18.402	1283648.4	1.47	18.132	7048.2	0.02	18.191	296958.7	0.50	18.196	789337.2	0.88	18.190	276433.9	0.53	18.188	229018.6	0.46	18.197	339851.1	0.58	18.186	195425.7	0.49	18.188	197805.3	0.53	18.187	165658.8	0.35	18.197	866624.6	1.32
18.973	23184	0.0409	17.474	28440262.2	33.1465	17.683	15606441.4	9.1343	17.56	4018981.4	3.3411	18.16	15037729.7	14.9272	18.078	3877915.9	8.6002	18.171	15293138.1	9.8086	17.534	3944683	6.3218	18.753	101500.6	0.1010	17.482	32131012.8	33.7089	17.473	30289847	36.0176	17.577	4943673.6	4.4651	17.551	3924594.5	4.9474	17.428	17526506.4	37.8151	17.463	25862955	38.9857	17.626	10017247.8	7.9242	17.512	1239367.9	1.6981	18.201	15378737.8	6.9399	17.518	1943067.7	2.4407	17.141	139370.5	0.5228	17.43	16286302.8	30.0030	17.376	7722083.5	39.1619	17.46	34742	0.1467	17.158	89730.6	0.2671	17.111	981676.8	4.443042157	16.291	1981900.7	4.681127999	15.459	8756.9	0.017013691	16.271	643463.5	2.708599786	16.043	398047.2	1.121870215	15.595	3894.4	0.019263582	15.593	38122.7	0.251632854	16.068	68494.7	0.087813891	15.589	20636.3	0.075115502	15.589	2851.2	0.040785103	15.354	6867.5	0.059117665	15.588	5830.3	0.027802265	15.461	1667.7	0.003974167	15.589	25176.9	0.074881732	15.46	4180.7	0.026579655	15.303	1305.2	0.006770594	15.356	204562.9	0.97095827	15.35	107815	0.195621546	15.585	11849.4	0.011706815	16.038	213182	0.853825648	18.462	1111879	1.28	18.213	283697.9	0.85	18.215	196263.6	0.33	18.280	683253.9	0.77	18.213	162239.4	0.31	18.212	167505	0.33	18.222	460484.6	0.79	18.212	173853.2	0.43	18.214	202248	0.54	18.212	135590.5	0.29	18.282	719406.8	1.10
19.126	855108.4	1.5085	17.573	8950966.2	10.4322	18.141	7113888.6	4.1637	18.135	9761859	8.1154	18.379	49343.9	0.0490	18.363	58934	0.1307	18.387	61839.2	0.0397	18.076	3107523.6	4.9801	18.982	45682.1	0.0455	17.564	5387861.9	5.6524	17.546	3022603.1	3.5942	18.145	10663001.3	9.6307	18.108	5787169.3	7.2954	17.51	2432360.8	5.2480	17.544	3814590.9	5.7501	18.116	5072451.2	4.0126	18.137	10476591.9	14.3547	18.411	299515.9	0.1352	18.124	8241646.7	10.3526	17.388	9026812.2	33.8583	17.539	6828492	12.5796	17.457	363642.5	1.8442	17.503	107670.6	0.4547	17.416	14598980.2	43.4573	17.241	92366	0.418045972	16.427	22089.3	0.052173573	15.593	125519.8	0.24387113	16.422	9547.3	0.040188472	16.271	675248.8	1.903144944	15.837	43479.3	0.215069602	16.048	724791.3	4.784060507	16.299	2392250.5	3.066993852	16.058	1310177.9	4.769007538	16.105	5660	0.080963693	15.589	4029.4	0.034686381	16.042	245704.8	1.171663549	15.589	23569.5	0.056166652	16.065	1821598.2	5.417840474	15.59	48067.8	0.305600871	15.355	81454.2	0.422535485	15.459	4046.6	0.019207196	15.455	7996.6	0.01450918	16.105	6169043	6.094810518	16.263	383003.1	1.533984435	18.950	7873413.2	9.03	18.265	124280	0.37	18.272	332440.3	0.56	18.402	1283648.4	1.44	18.272	303851	0.59	18.269	260158.1	0.52	18.278	525591.7	0.90	18.268	230754.8	0.57	18.269	257643.1	0.69	18.268	223058.5	0.47	18.398	948185.6	1.44
19.265	6201.5	0.0109	18.092	4249309.8	4.9525	18.391	312060.4	0.1826	18.379	252676.1	0.2101	18.762	41627.7	0.0413	18.777	5257.7	0.0117	18.791	198427.8	0.1273	18.367	49140.2	0.0788	19.13	764847.2	0.7613	18.134	9379580.8	9.8402	18.124	8193800.6	9.7432	18.386	145489.6	0.1314	18.374	105997.9	0.1336	18.071	2696289.1	5.8175	18.107	5670746	8.5481	18.38	47130.4	0.0373	18.377	93329.9	0.1279	18.813	41781.7	0.0189	18.376	112496.2	0.1413	17.489	2583947.6	9.6920	18.047	888117.3	1.6361	17.498	81244.9	0.4120	18.371	117237.7	0.4950	17.503	2454535.1	7.3065	17.299	185473.9	0.839449763	17.111	8469923.1	20.00543931	16.052	146271.8	0.284189977	17.104	7645892.8	32.18467497	16.423	20393.2	0.057476911	16.053	1367.3	0.006763326	16.272	482654.7	3.185812645	16.429	24199.7	0.031025317	16.274	602053.5	2.191456351	16.285	53377	0.763533403	15.831	2086.4	0.017960407	16.268	380917.1	1.816434523	16.074	2457684.6	5.85671808	16.282	1185148.8	3.524897607	16.045	708190.3	4.502464701	15.46	1060.6	0.005501756	15.588	23801.8	0.112975298	15.584	16589	0.030099391	16.301	2323310.6	2.295354058	16.416	42299.2	0.169414593	19.143	352240	0.40	18.373	98049.2	0.29	18.396	1230294.4	2.09	18.462	1111879	1.25	18.393	1001016	1.93	18.395	1222535	2.44	18.388	514879.7	0.88	18.385	637108.2	1.58	18.379	345924.7	0.93	18.385	623861.3	1.33	18.463	1217414.5	1.85
19.4	15671.9	0.0276	18.377	121204.4	0.1413	18.801	553770.9	0.3241	18.778	91816.2	0.0763	18.916	3769.5	0.0037	18.91	1931.3	0.0043	18.926	4093.1	0.0026	18.743	18599.1	0.0298	19.27	44064	0.0439	18.376	82033.5	0.0861	18.374	148768	0.1769	18.769	154588.4	0.1396	18.76	99712.1	0.1257	18.367	30392.3	0.0656	18.374	36068.3	0.0544	18.781	96937.8	0.0767	18.762	131711.9	0.1805	18.946	16266.3	0.0073	18.754	50922.9	0.0640	18.044	187153.8	0.7020	18.372	55657.7	0.1025	18.37	63276.7	0.3209	18.836	1683561.3	7.1090	18.059	101192.7	0.3012	17.528	144750.9	0.655138586	17.242	9306895.9	21.98231777	16.192	7548.1	0.014665126	17.274	806683	3.395657098	17.112	9046248.4	25.49626435	16.199	125036.6	0.618491369	16.425	8464.1	0.055868174	17.121	9313219.5	11.94004848	16.423	10697.7	0.038939301	16.42	15166.9	0.21695552	16.051	103141	0.887871148	16.421	43750.2	0.208626427	16.279	874160.5	2.083144275	16.424	5920.2	0.017607999	16.272	767381.4	4.878784227	15.589	23260.1	0.120659434	16.064	1856567.9	8.812203755	16.052	1202808.5	2.182398164	16.427	12888.6	0.012733511	17.102	8064965.8	32.3013887	19.295	11929200.4	13.68	18.439	188398.7	0.56	18.450	571086.6	0.97	18.950	7873413.2	8.82	18.450	469277.3	0.91	18.447	402518.2	0.80	18.455	846513.8	1.45	18.444	363537.4	0.90	18.444	363038.3	0.98	18.444	336537.9	0.72	18.944	6058986.5	9.22
19.76	5154	0.0091	18.765	234951.3	0.2738	18.93	26611	0.0156	18.918	7625.4	0.0063	18.98	32833.2	0.0326	18.97	11705.7	0.0260	18.985	47764.2	0.0306	18.914	3007.6	0.0048	19.337	11458.4	0.0114	18.757	34348.1	0.0360	18.756	143808.5	0.1710	18.933	8155.7	0.0074	18.921	5511.8	0.0069	18.741	38622.6	0.0833	18.748	46883.7	0.0707	18.925	6427.4	0.0051	18.921	2884.4	0.0040	19.002	64820.4	0.0293	18.921	2797.5	0.0035	18.369	43639.4	0.1637	18.753	100467.1	0.1851	18.81	1025768.4	5.2021	18.917	3622.3	0.0153	18.367	55404	0.1649	18.272	32111.7	0.14533667	17.298	2098342.2	4.956155686	16.285	1472143.8	2.860213061	17.512	945373.5	3.979461865	17.178	3277607.7	9.237724708	16.275	4237	0.020958247	16.962	1300795.5	8.586036255	17.284	13352652.6	17.11881905	17.115	9225570.4	33.58079447	16.959	1609308.6	23.02041839	16.303	58524.4	0.503796998	17.112	9131225.7	43.54300082	16.425	11644.8	0.027749822	17.116	9065265.8	26.96212807	16.422	7518.3	0.04779913	16.041	379834.1	1.970351262	16.274	337099.1	1.600041644	16.288	1966576.3	3.568192698	17.115	8431091.6	8.329639745	17.198	396737.6	1.588993152	19.585	20019222	22.96	18.894	2328888.1	6.95	18.928	7209868.5	12.25	19.143	352240	0.39	18.926	5379003.8	10.39	18.929	6384947.7	12.72	18.933	5363263.2	9.17	18.921	5504901.7	13.69	18.919	4072297.9	10.96	18.919	4498382.9	9.57	19.139	328946.6	0.50
19.823	5716	0.0101	18.983	170221.5	0.1984	18.987	181017.1	0.1059	18.981	26657.7	0.0222	19.142	1746276.1	1.7334	19.117	514266.7	1.1405	19.14	1395287.3	0.8949	18.975	25747.2	0.0413	19.404	14502.6	0.0144	18.921	5478.8	0.0057	18.978	35222.7	0.0419	18.989	100139.8	0.0904	18.98	31360.5	0.0395	18.914	2035.1	0.0044	18.92	2772.3	0.0042	18.986	57154	0.0452	18.978	42628	0.0584	19.152	1297232	0.5854	18.978	29983.3	0.0377	18.79	652287.5	2.4466	18.975	119875.7	0.2208	18.915	1173.9	0.0060	18.985	191858.4	0.8101	18.774	423120.6	1.2595	18.367	46202.9	0.209113053	17.527	1069860.5	2.526944938	16.427	27565.9	0.053557504	17.713	16374.9	0.068928619	17.284	1642510.4	4.629309025	16.428	545209	2.696866843	17.132	2532560.8	16.71643148	17.413	18928533.9	24.26739888	17.18	3717646.6	13.53212007	17.116	1484111.4	21.2295301	16.421	24264.8	0.208879261	17.213	364282.1	1.737109157	17.112	8731968.6	20.80847899	17.262	10831941.8	32.21661763	16.949	1486422.4	9.450234473	16.269	332529.6	1.724963917	16.421	51677	0.245284998	16.421	11126.3	0.020187766	17.225	8251710.6	8.152417248	17.265	658428.1	2.637102564	19.799	1038573.1	1.19	19.052	5491268.7	16.38	19.100	553864.9	0.94	19.295	11929200.4	13.37	19.090	449460.1	0.87	19.075	445466.4	0.89	19.111	351769.7	0.60	19.077	396459.4	0.99	19.073	287954.9	0.78	19.074	371165.4	0.79	19.294	11836558.3	18.02
19.99	8363.4	0.0148	19.129	722418.8	0.8420	19.152	2129433.3	1.2463	19.124	646453.3	0.5374	19.221	99892.9	0.0992	19.263	16265.4	0.0361	19.199	187320.1	0.1201	19.128	1013541.3	1.6243	19.518	13643.9	0.0136	18.98	20471	0.0215	19.12	407107.5	0.4841	19.135	792816.9	0.7161	19.124	497374.1	0.6270	18.975	23854.1	0.0515	18.982	30641.7	0.0462	19.145	1536919.7	1.2158	19.125	495016.9	0.6783	19.22	439766.3	0.1985	19.124	438618.9	0.5510	18.974	78787.3	0.2955	19.131	937227.9	1.7266	18.978	179224.5	0.9089	19.126	513094	2.1666	18.919	1330.7	0.0040	18.837	391718.2	1.772905784	17.723	8100.1	0.01913194	17.117	8946522.9	17.38210741	18.362	112470.6	0.473434535	17.525	1423111.8	4.010948301	17.086	12907	0.063844251	17.356	397821.7	2.625863588	17.534	19468158.4	24.95922652	17.281	878532.5	3.197831466	17.347	157113.4	2.247434831	17.05	4840475.8	41.6683841	17.355	91072.2	0.434285277	17.293	15961505.2	38.03662849	17.303	2204969.6	6.558072764	17.101	657025.8	4.177175926	16.421	41335.2	0.2144222	17.109	8455902	40.13595805	17.107	8029871.2	14.56954799	17.323	18020329.1	17.80348935	17.503	707442.1	2.833410931	20.002	5144407.3	5.90	19.251	4867951.5	14.52	19.252	5545078.1	9.42	19.585	20019222	22.44	19.254	5910784.8	11.41	19.241	4323656.2	8.62	19.276	8948253.1	15.30	19.242	4619578.2	11.49	19.251	5772589.8	15.54	19.241	4714978.7	10.03	19.583	19621993	29.87
20.192	18642967.8	32.8871	19.207	442450.8	0.5157	19.202	266997.7	0.1563	19.268	142141.9	0.1182	19.259	105068.3	0.1043	19.509	2175.4	0.0048	19.268	109877.1	0.0705	19.264	65217.5	0.1045	19.752	7100.4	0.0071	19.13	871307.8	0.9141	19.266	36467.5	0.0434	19.207	242161.1	0.2187	19.199	46074.4	0.0581	19.122	541401.6	1.1681	19.129	738997.4	1.1140	19.268	105910.1	0.0838	19.199	30336.2	0.0416	19.286	224418.8	0.1013	19.27	98686.1	0.1240	19.117	241748.7	0.9068	19.268	33028	0.0608	19.12	429381.5	2.1776	19.179	85634	0.3616	18.976	151893.5	0.4521	19.009	144479.4	0.653909785	18.264	3747.6	0.008851602	17.294	15222287.4	29.57522577	18.804	1016704.9	4.279724763	17.72	19163.6	0.054011364	17.188	6463876.4	31.97345227	17.495	343617.3	2.268081797	17.752	2826.2	0.00362334	17.516	814958.7	2.966424776	17.492	284159.5	4.064770783	17.123	1595981.5	13.73872588	17.512	898568.7	4.284898756	17.531	1081578.2	2.577425353	17.536	1490542.7	4.433207371	17.261	562050.6	3.573351664	17.07	5744408.8	29.79854396	17.193	233560.5	1.108595444	17.306	21964804.4	39.85335056	17.555	41270027.6	40.77342276	17.705	5505.8	0.022051549	20.166	3429716.1	3.93	19.500	6050193	18.05	19.517	8322400.8	14.14	19.799	1038573.1	1.16	19.521	9145176.5	17.66	19.500	6512549.5	12.98	19.554	14446304.3	24.70	19.505	7356891.4	18.30	19.524	9841662.6	26.49	19.506	7339454.9	15.62	19.776	811945.4	1.24
20.756	2448	0.0043	19.273	66176.7	0.0771	19.274	129911.3	0.0760	19.401	20896.9	0.0174	19.401	23213.3	0.0230	19.747	3913.4	0.0087	19.372	20596.2	0.0132	19.399	16989.6	0.0272	19.826	3462.7	0.0034	19.268	99372.2	0.1043	19.339	7186.7	0.0085	19.28	66330.7	0.0599	19.272	51780.1	0.0653	19.195	1347.1	0.0029	19.268	7451.5	0.0112	19.376	16168.5	0.0128	19.269	85203.4	0.1167	19.385	22423.9	0.0101	19.405	23100.1	0.0290	19.266	4659.4	0.0175	19.37	15817.4	0.0291	19.265	1628.4	0.0083	19.267	16436	0.0694	19.123	490265.7	1.4594	19.121	9078.1	0.041087231	18.367	203066.3	0.479630156	17.345	829247.7	1.611136835	18.979	387203.4	1.629896717	18.365	197225.5	0.555867279	17.27	354213.8	1.752112405	17.706	10747.1	0.070937354	18	3992.9	0.005119113	17.717	18040.2	0.065665777	17.702	2611	0.037349153	17.351	82907.2	0.713692041	17.713	16302.4	0.077739335	17.727	15419.9	0.036745971	17.727	1967.1	0.005850595	17.497	649241.9	4.127688189	17.18	355020.1	1.841631128	17.275	808813.7	3.839036064	17.38	922744.8	1.674245366	18.012	2602.7	0.002571382	18.009	2454.8	0.009831839	20.233	5935350.2	6.81	19.717	102338.9	0.31	19.805	1268400	2.15	20.002	5144407.3	5.77	19.786	1096368.4	2.12	19.783	1019483.6	2.03	19.774	870645.9	1.49	19.758	555148.9	1.38	19.728	233847.6	0.63	19.773	820410.2	1.75	19.965	1563255.1	2.38
20.96	32554.4	0.0574	19.374	40473.8	0.0472	19.378	75461.1	0.0442	19.519	17684	0.0147	19.516	5134.7	0.0051	19.818	2010	0.0045	19.406	30704.3	0.0197	19.513	4802.9	0.0077	19.923	18750.7	0.0187	19.366	10106.5	0.0106	19.364	5629.8	0.0067	19.379	14441.2	0.0130	19.369	5365.2	0.0068	19.267	5098.2	0.0110	19.37	7792.1	0.0117	19.409	23349.3	0.0185	19.371	27172.3	0.0372	19.42	36499.3	0.0165	19.521	14551.4	0.0183	19.368	8321.5	0.0312	19.401	15550.6	0.0286	19.369	3147	0.0160	19.371	13422.1	0.0567	19.2	1668.2	0.0050	19.27	6041.1	0.027341852	18.835	1482779.6	3.502234548	17.542	1580530.6	3.070796661	19.113	16161	0.068028227	18.823	1354825.8	3.81848864	17.357	405548.7	2.006039596	18.014	9176.2	0.060568464	18.384	126060.7	0.1616166	18.194	2711.9	0.009871233	18.358	31568.9	0.451578576	17.495	210503.6	1.812083196	18.362	100220.6	0.477910175	18.198	7528.6	0.017940824	18.208	5165.2	0.01536246	17.704	11853	0.075357872	17.269	668353.2	3.467015129	17.501	427202.6	2.027718111	17.527	924068	1.676646205	18.209	18068.5	0.017851081	18.167	1429.1	0.005723758	20.775	123654.5	0.14	19.781	29930.7	0.09	19.989	4675614.9	7.94	20.166	3429716.1	3.84	19.968	2485862.9	4.80	19.963	2397438.3	4.78	19.956	1195196.3	2.04	19.960	2002558.7	4.98	19.947	928485.1	2.50	19.959	1889455.1	4.02	20.106	1794451.2	2.73
21.03	8998.1	0.0159	19.521	7204.3	0.0084	19.522	19107	0.0112	19.767	11007.1	0.0092	19.758	3220.4	0.0032	19.917	10427.4	0.0231	19.521	10454.5	0.0067	19.757	5133.9	0.0082	20.176	16175054.7	16.1006	19.404	19516.2	0.0205	19.397	10806.2	0.0128	19.406	22240.6	0.0201	19.404	21980.5	0.0277	19.398	2422	0.0052	19.404	10407.3	0.0157	19.523	8364.5	0.0066	19.76	8129.9	0.0111	19.533	27357.3	0.0123	19.765	7169.1	0.0090	19.398	3018.3	0.0113	19.517	3091.9	0.0057	19.399	7601.2	0.0385	19.752	2727.3	0.0115	19.279	70465	0.2098	19.344	10696.2	0.048410707	19.01	462518.9	1.092441298	17.731	15089.3	0.029316846	19.205	45130.8	0.189973907	18.987	444738.2	1.25346577	17.513	73786.7	0.364984629	18.362	71058.7	0.469030354	18.898	2012588.5	2.580246741	18.364	86241.1	0.31391497	18.78	596960.7	8.539247894	17.706	4488	0.038634158	18.804	1045539.2	4.985739674	18.27	1632.7	0.003890761	18.263	3199.4	0.009515731	18.009	5615	0.035698511	17.512	1086981.9	5.638609483	17.709	9254.9	0.043928404	17.724	56508.6	0.102530257	18.288	7520.6	0.007430104	18.357	146208.5	0.585586809	20.929	41761.6	0.05	19.936	497691.9	1.48	20.135	2290381	3.89	20.233	5935350.2	6.65	20.119	2240333.7	4.33	20.107	1823605.9	3.63	20.107	2034323.3	3.48	20.075	1199775	2.98	20.036	627101.7	1.69	20.102	1688692.2	3.59	20.201	3139199.7	4.78
21.567	224723.8	0.3964	19.761	9659.6	0.0113	19.76	14529.5	0.0085	19.823	16841	0.0140	19.825	2350	0.0023	19.979	3889.2	0.0086	19.769	7271.8	0.0047	19.824	4858	0.0078	20.514	1572.4	0.0016	19.518	7074.5	0.0074	19.516	9179.5	0.0109	19.527	9442.2	0.0085	19.52	13351	0.0168	19.754	6038.6	0.0130	19.517	3062.2	0.0046	19.767	12465.3	0.0099	19.828	4982.4	0.0068	19.778	11672.4	0.0053	19.83	5105.7	0.0064	19.515	1830.5	0.0069	19.758	3891.5	0.0072	19.755	2438.6	0.0124	19.822	1759.1	0.0074	19.369	6861	0.0204	19.915	11860.5	0.053680296	19.121	45080.9	0.106478323	18.273	3314.3	0.006439319	19.265	18609.1	0.078333277	19.116	42964.6	0.121092938	17.716	741306.2	3.666858234	18.764	221536.6	1.462275415	19.008	81839.1	0.104922129	18.82	1179941.9	4.294952476	18.983	673257.9	9.630644203	18.36	47410.4	0.408124085	18.979	415566	1.981660653	18.369	121332.2	0.289137381	18.366	60925.6	0.181206361	18.251	6910.5	0.043934917	17.712	12411.9	0.064385485	18.014	4476.7	0.021248667	17.975	3874.4	0.007029784	18.384	201406.7	0.198983161	18.799	993872.3	3.980606524	20.976	81760	0.09	20.030	431298.7	1.29	20.213	4496388.3	7.64	20.775	123654.5	0.14	20.194	2804089.2	5.41	20.200	3627969.3	7.23	20.188	2257071	3.86	20.192	2923351.2	7.27	20.170	1374800	3.70	20.202	3880524	8.26	20.710	10128.2	0.02
21.621	23214.2	0.0410	19.828	9066.1	0.0106	19.829	12031.8	0.0070	19.923	69898	0.0581	19.922	2621.9	0.0026	20.162	13372839.1	29.6574	19.822	8752	0.0056	19.922	3236.6	0.0052	20.625	1012.9	0.0010	19.76	7152.1	0.0075	19.756	5776	0.0069	19.771	8870.5	0.0080	19.765	9727.4	0.0123	19.823	3574.9	0.0077	19.76	5725.1	0.0086	19.828	6875.3	0.0054	19.924	10310.2	0.0141	19.833	15570.2	0.0070	19.927	21667.4	0.0272	19.752	1590	0.0060	19.826	2436.2	0.0045	19.82	1784.6	0.0091	19.919	1487.2	0.0063	19.4	4572.9	0.0136	20.16	472981.7	2.140702146	19.211	36948.6	0.087270329	18.371	237531	0.461496539	19.336	55544.1	0.233807726	19.207	55871	0.15746879	18.171	10209	0.050498641	18.999	1633205.8	10.78014508	19.079	850333.5	1.090173298	18.985	400750.4	1.458719216	19.11	2572.7	0.036801289	18.83	1609694.6	13.85677269	19.113	11156.7	0.053201642	18.841	1508975.3	3.595922325	18.813	930515.9	2.76756241	18.358	115653.2	0.735288877	18.014	1532.5	0.00794969	18.201	2253.9	0.010698141	18.207	6214.4	0.011275523	18.889	1272990.6	1.257672624	18.972	303177.2	1.214269822	21.412	335688.5	0.38	20.094	1131294.5	3.38	20.770	106686.1	0.18	20.929	41761.6	0.05	20.767	63952.4	0.12	20.766	70663	0.14	20.709	14116	0.02	20.705	11437.6	0.03	20.699	9177.9	0.02	20.709	12457.1	0.03	20.769	30254.3	0.05
21.775	879746.9	1.5519	19.928	3562.3	0.0042	19.924	13485.5	0.0079	20.274	44783926	37.2306	19.987	7410.5	0.0074	20.548	2044.8	0.0045	20.277	44176501.2	28.3335	19.984	5770	0.0092	20.668	4083.3	0.0041	19.829	5548.6	0.0058	19.826	4321	0.0051	19.828	10500.8	0.0095	19.829	6755.9	0.0085	19.923	4513.8	0.0097	19.827	5007	0.0075	20.265	37741355.7	29.8557	19.992	13296.1	0.0182	19.937	41519.7	0.0187	20.209	22914239.1	28.7832	19.821	1047.9	0.0039	19.927	2404.3	0.0044	19.919	861.3	0.0044	19.983	8176.1	0.0345	19.516	2693.9	0.0080	20.695	13349.9	0.06042128	19.269	27105.8	0.064022239	18.861	2105230.8	4.090231288	19.91	31544.4	0.132783219	19.266	34382.6	0.096905128	18.367	1318.4	0.006521443	19.115	9510.5	0.062775046	19.235	68242	0.087489916	19.117	25404.2	0.092470512	19.202	106395.1	1.521932907	18.988	736004.9	6.33576866	19.205	45812.8	0.218462105	19	297645.5	0.70929597	18.989	283770.6	0.843997234	18.751	259736	1.651324752	18.362	109262.1	0.566786175	18.254	1104.2	0.005241088	18.263	2018.2	0.00366186	18.919	396698.4	0.391924903	19.108	24664	0.098782992	21.610	2300339.9	2.64	20.165	1053789.6	3.14	20.925	30809.7	0.05	20.976	81760	0.09	20.922	28688.4	0.06	20.920	24362.2	0.05	20.767	25237.3	0.04	20.765	45721.3	0.11	20.762	22560.2	0.06	20.767	40033.2	0.09	20.924	38508.5	0.06
22.34	4173.2	0.0074	20.208	23845285.5	27.7912	19.987	14721.2	0.0086	20.537	1207.7	0.0010	20.234	30328684.9	30.1058	20.655	1145.2	0.0025	20.346	157075.2	0.1007	20.197	19945514.5	31.9648	20.757	3991.9	0.0040	19.925	5050	0.0053	19.922	7930.9	0.0094	19.935	4935.1	0.0045	19.926	23046.4	0.0291	19.986	6650.2	0.0143	19.925	4642.6	0.0070	20.345	1619.3	0.0013	20.206	22005698.5	30.1515	19.987	30076.5	0.0136	20.336	1512	0.0019	19.987	2521.4	0.0095	19.989	5535.7	0.0102	19.979	2068.5	0.0105	20.132	6771914	28.5951	19.75	3082.4	0.0092	20.755	2653.6	0.012010121	19.343	60845.8	0.143714051	19.015	439185.7	0.853289384	20.15	1091719.2	4.595490485	19.339	69173.6	0.194961305	18.799	109447.3	0.541379167	19.21	367041.1	2.42269303	19.282	16226.9	0.020803759	19.166	2997	0.010908988	19.332	22794.7	0.326067686	19.114	2753.3	0.023701299	19.265	15617.8	0.074474764	19.123	39158.8	0.093316308	19.12	37416.6	0.111285337	18.969	306827.2	1.950716689	18.797	955111.6	4.954545541	18.361	68482.4	0.325051867	18.367	179185.4	0.32511733	19.055	398410.3	0.393616204	19.156	2701.7	0.010820711	21.808	2053630.6	2.36	20.691	38458.6	0.11	20.973	49663.5	0.08	21.412	335688.5	0.38	20.972	30763.2	0.06	20.971	39050.3	0.08	20.923	33512.5	0.06	20.919	27146.2	0.07	20.916	16629.2	0.04	20.920	19224.2	0.04	20.973	38225.8	0.06
22.47	18929.1	0.0334	20.343	414262.2	0.4828	20.235	31900689.6	18.6711	20.677	2670.6	0.0022	20.523	1598	0.0016	20.751	1891.7	0.0042	20.536	3216.3	0.0021	20.335	1751.3	0.0028	20.804	1951.1	0.0019	20.225	27468243.8	28.8172	20.189	18890080.1	22.4622	20.243	32282607.5	29.1574	20.216	24755329.7	31.2069	20.175	14262644	30.7730	19.994	11569.8	0.0174	20.536	1947.4	0.0015	20.338	24694.3	0.0338	20.286	46696564.2	21.0727	20.669	2250.4	0.0028	20.145	8386876.1	31.4580	20.191	17370086.5	31.9996	20.132	6545130.6	33.1930	20.338	10472.8	0.0442	19.822	2142.9	0.0064	20.96	8829.7	0.039962979	19.915	29875.9	0.070565045	19.127	67326.1	0.130807188	20.749	1063	0.0044746	19.912	52049.6	0.146698422	18.982	841796.3	4.163930767	19.266	12634.3	0.083394014	19.369	72779.7	0.093307491	19.208	45480.2	0.165546539	19.908	17414.3	0.249103542	19.206	56913.2	0.489927267	19.337	52971.9	0.252600862	19.172	4847.8	0.011552417	19.17	3569.2	0.010615599	19.107	16416.1	0.104368714	18.975	295907.8	1.534992006	18.788	728064.7	3.455760752	18.841	1542009.1	2.797850056	19.232	52397.9	0.051767393	19.199	20027.4	0.080212719	22.352	66749	0.08	20.730	39819	0.12	21.410	302396	0.51	21.610	2300339.9	2.58	21.408	246275	0.48	21.407	232804.6	0.46	20.972	27699.3	0.05	20.970	33692.3	0.08	20.969	16419.2	0.04	20.971	51342.1	0.11	21.408	178394.7	0.27
