BBIM01	BBIM02	BBIM03	BBIM04	BBIM05	BBIM06	BBIM07	BBIM08	BBIM09	BBIM10	BBIM11	BBIM12	BBIM13	BBIM14	BBIM15	BBIM16	BBIM17	BBIM18	BBIM19	BBIM20	BBIM21	BBIM22	BBIM23	BBIM24	BEPH01	BEPH02	BEPH03	BEPH04	BEPH05	BEPH06	BEPH07	BEPH08	BEPH09	BEPH10	BEPH11	BEPH12	BEPH13	BEPH14	BEPH15	BEPH16	BEPH17	BEPH18	BEPH19	BEPH20	BFLA01	BFLA02	BFLA03	BFLA04	BFLA05	BFLA06	BFLA07	BFLA08	BFLA09	BFLA10	BFLA11																																																																																																														
RT	Area	RA																																																																																																																																																																		
25.837	30184.2	0.0532	22.522	26067.9	0.0304	22.341	10726.4	0.0063	23.268	384498.6	0.3196	22.521	23267.7	0.0231	23.966	4031.2	0.0089	22.524	36519.3	0.0234	23.089	54383.3	0.0872	23.618	12214	0.0122	22.598	137721	0.1445	23.14	12098.8	0.0144	22.528	29806	0.0269	22.673	1148.9	0.0014	23.264	133694.6	0.2885	22.474	22826.2	0.0344	22.527	27394.9	0.0217	23.266	207281.8	0.2840	22.349	10668.9	0.0048	23.269	227160.5	0.2853	23.344	5677.8	0.0213	22.475	16988.4	0.0313	23.148	6240.6	0.0316	23.267	179696.5	0.7588	22.673	1982	0.0059	26.19	526051.9	2.38089641	24.514	117188.8	0.276792764	23.814	13173.4	0.025594463	25.538	27496.1	0.115742277	24.515	248858.3	0.701390977	22.599	21962.2	0.108635641	23.266	225640	1.489360334	23.815	6133.7	0.007863733	22.91	1113.5	0.004053106	24.511	40475.1	0.578977665	23.262	159163.5	1.37013098	23.265	262396.5	1.251259293	22.91	1014.7	0.002418053	23.812	2139.8	0.006364244	22.898	1912.4	0.012158474	23.094	203270.7	1.05444635	23.093	191471.8	0.908821334	22.517	23781	0.04314869	23.093	197462	0.195085927	23.096	510398.5	2.044221978	27.574	441473	0.51	25.432	28595.8	0.09	26.685	76887.3	0.13	26.686	62918.2	0.07	25.849	99881.4	0.19	25.849	108587	0.22	25.851	75250	0.13	25.789	16444.4	0.04	25.849	56883.2	0.15	26.401	125320.7	0.27	26.402	93416.5	0.14
25.964	15917.3	0.0281	22.599	190285.2	0.2218	22.404	196970.9	0.1153	23.346	41898.8	0.0348	22.606	589887.6	0.5856	24.044	10900.4	0.0242	22.606	472485.1	0.3030	23.142	12124.2	0.0194	23.812	1535.8	0.0015	23.092	85850.6	0.0901	23.263	179088.4	0.2130	22.606	257252.3	0.2323	22.803	1577.2	0.0020	23.345	12726.5	0.0275	22.525	17185.3	0.0259	22.608	413052.6	0.3267	23.34	11568.8	0.0159	22.41	218136.7	0.0984	23.348	1272	0.0016	23.623	2353.7	0.0088	22.527	41074.7	0.0757	23.262	41821.4	0.2121	23.344	7864.5	0.0332	23.094	43919.4	0.1307	26.256	141583.2	0.640801663	24.565	40080.7	0.094668157	23.872	6626.1	0.012873782	25.611	24580.1	0.103467646	24.566	62843.3	0.177119765	22.907	3884.7	0.019215601	23.343	1325.2	0.008747121	23.888	3678.3	0.004715779	23.095	192249.7	0.699783036	24.564	5903.5	0.084446849	23.812	5027.4	0.043277488	23.341	1122.3	0.00535178	23.093	180427.2	0.429962105	23.887	2604.8	0.007747258	23.091	104280.6	0.662985246	23.15	112585.3	0.584024941	23.149	125000.5	0.593315157	22.59	2275.6	0.004128891	23.151	212600.2	0.210041968	23.148	228486.1	0.915120846	27.651	574409.7	0.66	25.670	48918.3	0.15	26.911	44761.2	0.08	26.913	69946.6	0.08	26.402	158896.1	0.31	26.401	158720.7	0.32	26.403	141595.8	0.24	25.849	72180.3	0.18	26.400	73437.9	0.20	26.685	29021.8	0.06	26.686	33234.5	0.05
26.275	1651.9	0.0029	22.669	2511.4	0.0029	22.471	53123.8	0.0311	23.488	13258.6	0.0110	22.671	1122.3	0.0011	24.507	23642	0.0524	23.093	147956.4	0.0949	23.262	189670.1	0.3040	23.886	2300.3	0.0023	23.146	19464	0.0204	23.342	1844.2	0.0022	22.807	1760.6	0.0016	23.095	102787.3	0.1296	23.62	15648.3	0.0338	22.602	185563	0.2797	22.805	1655.1	0.0013	23.621	24502.7	0.0336	22.481	109653.2	0.0495	23.622	6973.8	0.0088	23.973	2617.1	0.0098	22.604	235842.7	0.4345	23.343	5006	0.0254	23.623	3532	0.0149	23.146	15878.6	0.0473	26.313	261465.3	1.183384746	24.659	46514.6	0.109864635	23.971	7969.5	0.01548386	25.84	65672	0.276440179	24.658	49055.8	0.13826059	23.099	1794.8	0.008877947	23.814	8149.9	0.053794264	23.973	9685.1	0.012416819	23.152	107949.4	0.392932519	24.659	11681.1	0.167092756	23.97	2630.8	0.022646779	23.812	9233.6	0.044031181	23.15	124169.7	0.295899208	23.969	3094.7	0.00920433	23.15	79118.6	0.503012684	23.266	292056.9	1.515015849	23.261	160575.4	0.762171501	22.905	1043.7	0.001893709	23.263	273524.8	0.270233459	23.259	222601.3	0.891551346	28.991	308319.6	0.35	25.791	1492	0.00	27.448	41473.3	0.07	27.450	76836.2	0.09	26.685	50120.7	0.10	26.686	81210.3	0.16	26.687	47254.1	0.08	26.400	99823.6	0.25	26.685	22382	0.06	26.912	47223.6	0.10	26.914	58106.1	0.09
26.31	1578.5	0.0028	22.802	1839.3	0.0021	22.523	23503.2	0.0138	23.618	29363.4	0.0244	23.091	127257.8	0.1263	24.562	12474.3	0.0277	23.148	69790.3	0.0448	23.342	58906.6	0.0944	23.967	8427.5	0.0084	23.271	367906.5	0.3860	23.618	5738.8	0.0068	23.099	174761.2	0.1578	23.145	21976.7	0.0277	23.814	1590.2	0.0034	23.095	92541.2	0.1395	23.097	135513.3	0.1072	23.815	2346.8	0.0032	22.531	39211.6	0.0177	23.817	1051.1	0.0013	24.052	7005.7	0.0263	23.098	161105.2	0.2968	23.622	4682.3	0.0237	23.821	1284	0.0054	23.265	124920.1	0.3719	26.391	40507.2	0.183334471	25.839	45961	0.108557065	24.515	163020.3	0.316730466	26.127	169255.8	0.712466556	25.539	23899.6	0.067359472	23.156	189380.8	0.936768836	23.883	3863.6	0.025502094	24.049	8187.3	0.010496559	23.265	232174.2	0.845106997	25.538	12563.5	0.179715082	24.048	1086.5	0.009352944	23.879	3571.4	0.017030515	23.264	224666.8	0.535386074	24.046	5453.2	0.016219036	23.265	268357.7	1.706138973	23.341	1174.4	0.006092082	23.339	1066	0.005059771	23.091	205009.8	0.371973603	23.341	1558.3	0.001539549	23.335	1072.8	0.004296724	29.101	163362	0.19	25.849	54523	0.16	27.567	228990.2	0.39	27.574	441473	0.49	26.912	57760.9	0.11	26.912	46373.1	0.09	26.914	65674.6	0.11	26.685	55449.9	0.14	26.912	30974.5	0.08	27.453	30893.3	0.07	27.456	18852.3	0.03
27.081	2917	0.0051	23.091	98703.1	0.1150	22.606	523289.4	0.3063	23.811	3677.5	0.0031	23.145	61244.1	0.0608	24.655	42834.2	0.0950	23.272	503159.5	0.3227	23.617	16316.6	0.0261	24.047	14305.2	0.0142	23.339	113444.5	0.1190	23.812	1231.9	0.0015	23.148	41690.6	0.0377	23.267	229565.2	0.2894	23.889	2613.2	0.0056	23.149	33279.4	0.0502	23.151	31919.7	0.0253	23.972	6314.9	0.0087	22.608	245292.6	0.1107	23.891	1263	0.0016	24.516	16358.7	0.0614	23.15	35890.2	0.0661	23.892	1066.6	0.0054	23.891	2436.8	0.0103	23.343	4352	0.0130	27.479	130311.5	0.58978626	26.129	221789.4	0.523852971	24.567	59140.6	0.114903664	26.187	61676.8	0.259622756	25.614	21361.8	0.060206848	23.272	104723.8	0.518014457	23.971	5140.9	0.033933046	24.1	1570.4	0.002013337	23.343	1542.2	0.005613561	25.613	15558.1	0.222551456	24.512	95182.5	0.819361801	23.97	4925.6	0.023488129	23.342	1360.1	0.003241149	24.511	37878.1	0.112657941	23.812	6076.3	0.03863132	23.813	9837.9	0.051033119	23.811	8257	0.039191869	23.148	168327.1	0.305415828	23.81	7867.2	0.007772533	23.807	19256.7	0.07712595	29.458	67692.5	0.08	26.398	52463.6	0.16	27.644	358262.6	0.61	27.651	574409.7	0.64	27.450	42196.2	0.08	27.450	68511.5	0.14	27.453	46302.1	0.08	26.912	42702.6	0.11	27.453	17247.7	0.05	27.573	453536.8	0.97	27.574	450053.3	0.69
27.483	152861	0.2697	23.144	26123.3	0.0304	22.672	1239.3	0.0007	23.884	2209.8	0.0018	23.266	488917.1	0.4853	25.525	2419.2	0.0054	23.339	222232.6	0.1425	23.811	1033.3	0.0017	24.511	35678.9	0.0355	23.62	21983	0.0231	23.887	1454	0.0017	23.272	371709.8	0.3357	23.34	19854.1	0.0250	23.967	5405.9	0.0117	23.267	181340.3	0.2734	23.271	327689.7	0.2592	24.049	9358.1	0.0128	22.679	10308.1	0.0047	23.974	7527	0.0095	24.591	8500.3	0.0319	23.278	657950.5	1.2121	23.971	615.9	0.0031	23.974	7549.4	0.0319	23.622	5545.7	0.0165	27.575	8292920	37.5335275	26.188	84980.1	0.200717788	24.66	50079.8	0.097299529	26.254	90608.3	0.381407216	25.839	112264.5	0.316410211	23.348	312903.5	1.547771724	24.047	1410.9	0.009312792	24.515	91383.1	0.117158051	23.813	8003.4	0.029132132	25.838	11077.4	0.158457106	24.564	13589.4	0.116981958	24.047	3583.8	0.017089645	23.812	7500.7	0.017874338	24.564	12291.5	0.03655767	23.883	3414.6	0.021709018	23.881	4668.8	0.024218931	23.882	5479.7	0.026009408	23.26	237193.3	0.430367945	23.875	6438	0.006360531	23.862	6084.2	0.024368127	29.552	109922.3	0.13	26.684	17971.9	0.05	28.988	255331.3	0.43	28.991	308319.6	0.35	27.568	269296.9	0.52	27.567	211501.3	0.42	27.573	374750.7	0.64	27.450	38305.7	0.10	27.567	249468.9	0.67	27.650	515501.6	1.10	27.644	244029.7	0.37
27.555	160624.7	0.2833	23.265	280970.9	0.3275	22.801	3585.3	0.0021	23.969	10576.7	0.0088	23.616	11913.1	0.0118	25.742	6823.9	0.0151	23.618	20726.4	0.0133	23.887	3685.2	0.0059	24.566	15463.6	0.0154	23.813	1822.4	0.0019	23.968	6753.8	0.0080	23.342	188017.1	0.1698	23.621	11830.5	0.0149	24.049	26938.2	0.0581	23.347	38717.6	0.0584	23.346	76638.8	0.0606	24.514	57266.7	0.0785	22.787	4433	0.0020	24.052	12036	0.0151	24.663	24256.1	0.0910	23.623	10932.8	0.0201	24.051	9609.7	0.0487	24.051	18940.4	0.0800	23.816	1260.1	0.0038	27.646	3772248.3	17.0730919	26.256	133565.4	0.31547329	25.538	4663.6	0.009060861	26.309	20243.3	0.08521229	26.127	224453.8	0.632608477	23.817	1394.3	0.006896881	24.098	1247.4	0.008233594	24.567	25713	0.032965449	23.882	3464.2	0.012609582	26.124	13095.5	0.187325097	24.658	18996.7	0.163529749	24.514	142354.1	0.678827235	23.874	3925.9	0.009355509	24.658	18661.4	0.055503177	23.97	5576.3	0.035452468	23.97	5495.2	0.028505798	23.969	2754.4	0.013073766	23.338	1578.2	0.002863515	23.968	5324	0.005259936	23.964	3999.4	0.016018192	31.470	52237.6	0.06	26.911	22039.6	0.07	29.100	136390.8	0.23	29.101	163362	0.18	27.647	457865.1	0.88	27.650	554558.9	1.11	27.649	432909.8	0.74	27.565	146554.6	0.36	27.643	311984.9	0.84	28.990	306838	0.65	28.992	300963	0.46
27.621	35234.4	0.0622	23.339	277546.8	0.3235	23.091	124025.2	0.0726	24.046	10305	0.0086	23.81	2180.9	0.0022	25.834	20276.5	0.0450	23.812	3103.1	0.0020	23.967	9195.6	0.0147	24.659	76198.1	0.0758	23.888	1696.8	0.0018	24.047	8391	0.0100	23.623	21286.7	0.0192	23.815	1597.3	0.0020	24.513	39684.1	0.0856	23.623	11394.7	0.0172	23.624	31146.2	0.0246	24.567	20774.4	0.0285	23.1	162802.2	0.0735	24.515	26115.2	0.0328	25.03	1425.3	0.0053	23.817	3357.5	0.0062	24.515	6879.6	0.0349	24.515	17570.6	0.0742	23.891	2097.6	0.0062	28.852	24244.6	0.109730392	26.31	29325.6	0.06926527	25.616	6624.4	0.012870479	26.389	4520.3	0.019027783	26.186	77867.2	0.219463653	23.889	9586	0.047416982	24.516	151271.9	0.99848594	24.662	74425.2	0.095417111	23.971	4390.4	0.015980922	26.184	5984	0.085598364	25.185	1797.9	0.015476906	24.565	31777.7	0.151534576	23.97	3852.5	0.009180595	24.978	1133.8	0.003372175	24.047	2759.2	0.017542178	24.047	4033.5	0.020923376	24.513	152683	0.724710206	23.808	8015.9	0.014544198	24.038	3215.3	0.00317661	24.039	1748.9	0.007004605				27.451	6055.1	0.02	29.459	69742.5	0.12	29.458	67692.5	0.08	28.988	241745.7	0.47	28.992	334786.1	0.67	28.989	260274.1	0.45	27.646	441324.4	1.10	28.985	151481.6	0.41	29.100	139890	0.30	29.100	105883.5	0.16
28.913	733168.3	1.2933	23.618	27050.1	0.0315	23.142	34236.4	0.0200	24.511	71680.4	0.0596	23.887	11948.9	0.0119	25.891	3056.5	0.0068	23.884	3626	0.0023	24.047	50128.1	0.0803	25.026	2991.9	0.0030	23.97	7654	0.0080	24.511	26632.6	0.0317	23.817	4360	0.0039	23.89	2684.7	0.0034	24.568	17299.8	0.0373	23.817	1866.5	0.0028	23.816	2559.6	0.0020	24.662	77325.9	0.1059	23.152	41654.1	0.0188	24.569	9089.2	0.0114	25.841	9292.1	0.0349	23.892	2513.7	0.0046	24.594	8708.6	0.0442	24.571	16671.5	0.0704	23.972	5386.2	0.0160	28.989	1161926.2	5.258845977	26.39	10194	0.024077603	25.84	66051.9	0.128331558	27.44	3701065.6	15.57929159	26.254	124348.6	0.350468464	23.976	4952.5	0.024497455	24.567	32970.5	0.217625221	24.86	1554.2	0.001992568	24.047	2520.3	0.009173815	26.254	27457	0.39275974	25.537	8999.3	0.07746889	24.658	29697.2	0.141613541	24.046	2975.9	0.007091637	25.537	9821.7	0.029211933	24.513	94341.4	0.599794749	24.515	172368.3	0.894143252	24.565	41932.9	0.199034605	23.873	3765	0.006831286	24.511	141522.1	0.139819156	24.513	317730.9	1.272559557				27.565	162820.6	0.49	29.553	151274.2	0.26	29.552	109922.3	0.12	29.099	141564.9	0.27	29.105	209766.8	0.42	29.103	156940.1	0.27	28.990	310599.5	0.77	29.098	76292	0.21	29.457	43276.3	0.09	29.461	73302.3	0.11
28.986	441400.7	0.7787	23.811	1811.5	0.0021	23.266	329904.4	0.1931	24.565	27200.6	0.0226	23.964	11160.4	0.0111	25.961	18168.4	0.0403	23.968	13545.2	0.0087	24.511	27793.4	0.0445	25.185	1528.8	0.0015	24.047	21323.7	0.0224	24.565	7498.7	0.0089	23.891	5200.9	0.0047	23.971	8623.8	0.0109	24.66	42406.7	0.0915	23.891	3973	0.0060	23.892	4696.7	0.0037	25.027	5836.5	0.0080	23.274	343978.4	0.1552	24.664	99750.7	0.1253	25.971	11706.3	0.0439	23.975	13974	0.0257	24.661	13368.6	0.0678	24.664	78958	0.3334	24.051	10722.4	0.0319	29.108	1256176.2	5.685418881	27.478	7148403.1	16.88409005	26.13	249285.5	0.484334236	27.55	2069228.5	8.710225013	26.309	25326.9	0.071382225	24.052	6061.9	0.029985083	24.66	28511.6	0.188193787	25.188	2160.3	0.002769621	24.515	133113.8	0.484530166	26.308	5037.4	0.072057687	25.611	7502	0.064579647	24.859	1228.4	0.005857726	24.513	119355.2	0.284426146	25.612	11351.8	0.033762792	24.565	27531.7	0.175038415	24.566	40953.2	0.212440614	24.656	19594.6	0.093005813	23.965	3334.6	0.00605036	24.563	64196.3	0.063423822	24.561	68223.6	0.273245675				27.639	203617.4	0.61	31.472	88036.2	0.15	31.470	52237.6	0.06	29.458	42828.8	0.08	29.461	59606.1	0.12	29.458	49576.8	0.08	29.102	182440	0.45	29.458	28007	0.08	29.550	59990.4	0.13	29.554	72128.4	0.11
30.747	850159.4	1.4997	23.885	3357.8	0.0039	23.336	251191.5	0.1470	24.659	128276.5	0.1066	24.046	88678	0.0880	26.271	1277.4	0.0028	24.046	40855.6	0.0262	24.589	21464	0.0344	25.321	2080.4	0.0021	24.512	41713.5	0.0438	24.659	67571.9	0.0803	23.974	12278.6	0.0111	24.05	12364.6	0.0156	25.027	2219.5	0.0048	23.972	6776	0.0102	23.973	11063.6	0.0088	25.188	2890.6	0.0040	23.344	229381	0.1035	25.031	2482.7	0.0031	27.084	1004.8	0.0038	24.052	59967	0.1105	25.029	1403.8	0.0071	25.029	1964.7	0.0083	24.515	22006.5	0.0655	29.285	146913.1	0.664924644	27.576	2910237.1	6.873801685	26.188	99703.6	0.1937131	27.659	120456.7	0.507051281	26.389	8336.5	0.023495885	24.52	3036.9	0.015021973	24.861	1396.5	0.009217744	25.54	8908	0.011420535	24.567	34544.3	0.125740197	26.388	4146.3	0.059310912	25.838	28784	0.247781999	25.185	2791.7	0.013312451	24.565	36665	0.087373526	25.838	11912.4	0.035430142	24.659	40970.9	0.260480878	24.659	38432	0.199362142	25.184	3425.4	0.016258669	24.04	1586.6	0.002878757	24.655	32477.8	0.032086993	24.652	18747.4	0.075086128				28.980	78912.2	0.24							29.552	91850.7	0.18	29.554	150192	0.30	29.552	67203.3	0.11	29.455	38079.9	0.09	29.549	35312.7	0.10	31.468	29655.1	0.06	31.471	47030.8	0.07
30.89	202907.1	0.3579	23.968	9269.7	0.0108	23.618	11096.8	0.0065	25.025	3893.4	0.0032	24.51	56184.3	0.0558	26.305	1239.3	0.0027	24.512	77213	0.0495	24.659	85468.2	0.1370	25.534	1214.1	0.0012	24.59	28932.5	0.0304	25.027	3715.2	0.0044	24.051	27498.2	0.0248	24.513	34460.9	0.0434	25.187	1512.8	0.0033	24.051	28991.6	0.0437	24.052	55570.3	0.0440	25.324	2247.3	0.0031	23.624	18257.6	0.0082	25.188	1137.5	0.0014	27.487	88292.2	0.3312	24.516	53403.2	0.0984	25.842	3771.9	0.0191	25.326	2029	0.0086	24.572	15209.3	0.0453	29.479	30869.7	0.139715412	27.646	159597.7	0.376959987	26.256	147053.8	0.285709317	28.846	494838	2.08297456	27.465	6168160.4	17.38456	24.571	155156.6	0.767479425	25.187	3942.1	0.026020242	25.611	12129.5	0.015550672	24.659	29406	0.107036942	26.458	1169.2	0.016724868	26.124	23968.9	0.206332058	25.537	2065.3	0.009848553	24.658	22329.5	0.053211704	26.123	60860.6	0.181013037	24.813	1064.5	0.006767777	24.859	1251.8	0.006493587	25.536	7504	0.035617753	24.51	135518.4	0.245887111	24.813	1119.7	0.001106227	24.735	1086.9	0.004353196				29.098	46990.3	0.14							31.471	40894.4	0.08	31.475	129320.9	0.26	31.473	42806.5	0.07	29.553	119258.9	0.30	31.469	17135.6	0.05						
			24.045	18805.9	0.0219	23.811	1727.1	0.0010	25.183	2315.7	0.0019	24.563	33119.3	0.0329	27.077	2146.9	0.0048	24.567	56968.8	0.0365	25.025	1480.9	0.0024	25.838	29886.7	0.0297	24.66	89372.7	0.0938	25.185	1185	0.0014	24.517	94461.1	0.0853	24.567	14589.7	0.0184	25.321	1024.9	0.0022	24.516	40793.2	0.0615	24.516	67358.4	0.0533	25.841	72999.7	0.1000	23.818	2659.6	0.0012	25.325	3193.8	0.0040	27.56	88874.5	0.3334	24.57	20846.3	0.0384	25.969	2647.9	0.0134	25.842	14539.2	0.0614	24.663	51156	0.1523				28.852	598980.7	1.414755707	26.31	32732.1	0.063594861	28.985	605726.3	2.549748551	27.571	3194554.7	9.003645215	24.664	38682	0.191339841	25.54	5937.3	0.039189767	25.84	38524.4	0.049390354	24.86	1782.6	0.00648861	26.752	2226.8	0.031853348	26.184	6460.4	0.055613217	25.839	44559.8	0.212487071	24.859	1528.6	0.003642688	26.185	30353.2	0.090277206	24.858	2918.3	0.018553689	25.185	3810.1	0.019764511	25.608	6104.7	0.028975972	24.561	45833.8	0.083161701	24.855	3544.9	0.003502244	24.853	2660.4	0.010655298				29.453	13679.3	0.04																31.473	98089.3	0.24									
			24.51	44798.6	0.0522	23.884	3832.7	0.0022	25.32	3728.9	0.0031	24.657	69797	0.0693	27.419	1011.7	0.0022	24.661	164139.3	0.1053	25.184	1216.5	0.0019	25.897	1464.3	0.0015	25.027	3360.9	0.0035	25.322	1991.6	0.0024	24.571	32028.1	0.0289	24.662	82471.2	0.1040	25.84	32298.3	0.0697	24.569	17390.7	0.0262	24.592	34791.7	0.0275	25.967	22969.3	0.0315	23.892	4122.9	0.0019	25.841	27796	0.0349	27.628	21677	0.0813	24.666	151694.5	0.2795	27.485	88501.8	0.4488	25.89	2674.1	0.0113	25.03	1800.8	0.0054				28.989	722904.2	1.707455419	26.39	12920.2	0.025102524	29.097	82361.3	0.346692236	27.645	197096.3	0.555503137	24.749	47545.3	0.235182	25.617	12846.9	0.084797302	25.968	4536.3	0.005815781	25.186	2661.2	0.009686687	27.392	406009.7	5.807781778	26.255	20118.2	0.173183984	25.965	1241.2	0.005918764	24.978	1046.8	0.002494548	26.251	48766.3	0.145041883	24.946	1895.3	0.012049757	25.538	5309.9	0.027544573	25.838	58390.1	0.277148742	24.654	23114.5	0.04193938	24.916	1668.1	0.001648028	25.18	6137.1	0.024579999				29.546	18200.3	0.05																											
			24.563	14187.9	0.0165	23.966	12808.2	0.0075	25.531	1162.9	0.0010	25.024	1337.3	0.0013	27.477	52341.9	0.1161	25.023	34255.5	0.0220	25.321	2758.3	0.0044	25.965	19093.1	0.0190	25.186	2194	0.0023	25.537	2905.3	0.0035	24.666	154049.5	0.1391	25.026	9284.1	0.0117	25.967	9069.4	0.0196	24.663	63639.3	0.0959	24.664	109444.1	0.0866	26.168	1140.3	0.0016	23.973	13500.2	0.0061	25.969	33728.2	0.0424	27.858	2346.3	0.0088	25.025	1450.4	0.0027	27.559	139383.3	0.7069	25.97	23002.9	0.0971	25.325	1248.5	0.0037				29.108	124522.1	0.294113569	27.489	8648984.2	16.80402253	29.277	25118.8	0.105735254	28.854	718259.1	2.024366685	24.863	1102.6	0.005453992	25.841	66591.2	0.439542155	26.128	97942.8	0.125567939	25.539	11521.9	0.041939364	27.513	502759.5	7.191743111	26.31	2037	0.017535156	26.126	107722.6	0.513684079	25.185	2452.5	0.005844363	26.308	13369.8	0.039764776	24.978	2041.2	0.012977347	25.609	3710.5	0.019247846	26.124	109963.2	0.521940579	24.811	1744.8	0.003165798	24.975	1562.7	0.001543896	25.532	15289	0.061234721				31.465	8202.9	0.02																											
			24.658	108928.4	0.1270	24.045	49939.7	0.0292	25.746	5817.1	0.0048	25.182	1912.2	0.0019	27.549	74103.9	0.1643	25.184	3002	0.0019	25.533	1699.1	0.0027	26.274	1346.6	0.0013	25.323	2321	0.0024	25.609	3547.3	0.0042	25.029	52015.6	0.0470	25.187	1274.3	0.0016	26.276	1273.1	0.0027	25.03	2377.5	0.0036	25.029	3598.1	0.0028	26.278	1590.1	0.0022	24.053	16087.2	0.0073	26.169	1267.1	0.0016	28.909	434588.2	1.6301	25.189	1556.2	0.0029	27.628	74042.1	0.3755	26.311	2895.1	0.0122	25.787	1726.8	0.0051				29.885	8817.1	0.02082545	27.588	3763789.4	7.312627749	29.476	4294.8	0.018078561	28.994	844527.6	2.380246262	25.191	1795.8	0.008882893	25.969	1383.2	0.009129956	26.188	58583.1	0.075106686	25.612	14935.1	0.054363308	27.624	28277.4	0.404495184	26.387	1737.3	0.014955241	26.186	44213.1	0.210833804	25.538	5299.2	0.012628114	26.386	3333.4	0.009914277	25.186	2331.6	0.014823624	25.84	64982.7	0.337091233	26.184	39396	0.186993203	24.855	5432.2	0.009856285	25.182	3774.7	0.003729279	25.607	12128.9	0.04857805																																	
			25.023	91107.1	0.1062	24.509	46646.3	0.0273	25.836	50053.2	0.0416	25.317	1994.5	0.0020	27.617	17610.8	0.0391	25.32	4101.3	0.0026	25.75	6102.5	0.0098	26.31	2492.5	0.0025	25.542	3457.4	0.0036	25.838	23143.2	0.0275	25.19	4844.9	0.0044	25.323	2439.1	0.0031	26.312	1323.2	0.0029	25.189	1511.1	0.0023	25.189	2811.7	0.0022	26.312	2342.2	0.0032	24.517	66328.4	0.0299	26.278	1190.7	0.0015	28.983	265001.6	0.9940	25.326	3580.5	0.0066	27.857	6556.4	0.0333	27.085	1366.3	0.0058	25.842	21241.1	0.0632							27.653	312815.6	0.607766215	29.853	94497.7	0.397779284	29.109	141290	0.398216701	25.543	3514	0.01738194	26.127	128505.2	0.848211964	26.255	110357.7	0.141484509	25.839	44536.5	0.1621115	28.833	122861.7	1.757480037	26.753	4481.7	0.038579926	26.253	67245.2	0.320664267	25.614	4678.5	0.011148971	26.459	1386.3	0.004123166	25.538	8336.3	0.052999733	25.966	1985.3	0.010298544	26.252	63576.1	0.301764103	24.916	2749.2	0.0049882	25.534	10078.2	0.009956928	25.836	92130.7	0.368997169																																	
			25.183	2135.7	0.0025	24.564	22219.8	0.0130	25.889	4394.4	0.0037	25.53	1725.9	0.0017	27.845	1971.4	0.0044	25.53	1520	0.0010	25.838	35962	0.0576	27.079	4276.2	0.0043	25.61	4594.9	0.0048	25.964	15181.9	0.0181	25.326	4555.6	0.0041	25.84	28139.6	0.0355	27.082	3751.2	0.0081	25.325	1688.2	0.0025	25.325	2999.2	0.0024	26.472	1611.2	0.0022	24.572	27594.3	0.0125	26.314	1857.1	0.0023	29.251	9518.2	0.0357	25.542	1005	0.0019	28.908	445680	2.2602	27.201	1464.7	0.0062	25.898	1831.6	0.0055							28.859	860419.7	1.671700594				29.283	50798.7	0.143172841	25.624	3702.8	0.018315836	26.188	46372.6	0.306087179	26.312	37938.2	0.048638814	25.967	1241.6	0.004519386	28.971	188942.3	2.702732588	27.395	466673.7	4.017278421	26.309	15674.7	0.074746096	25.839	41451	0.098778672	26.751	4059	0.012072374	25.612	7152.1	0.045470939	26.126	123650.2	0.641422999	26.306	12833.2	0.060912813	24.975	3012.6	0.005466118	25.608	5472.5	0.005406649	26.123	217487.1	0.871068214																																	
			25.319	3256.4	0.0038	24.658	113436.1	0.0664	25.963	30860.9	0.0257	25.746	5641.7	0.0056	28.774	2088.4	0.0046	25.838	72877.2	0.0467	25.965	32724.7	0.0524	27.426	2614.9	0.0026	25.839	43172.8	0.0453	26.311	1867.7	0.0022	25.843	105552	0.0953	25.894	2154.9	0.0027	27.484	121143.9	0.2614	25.775	2684.4	0.0040	25.786	3463	0.0027	26.51	2274.5	0.0031	24.666	120087.7	0.0542	27.085	6079.7	0.0076	29.33	1996	0.0075	25.841	26767.2	0.0493	28.986	404698.1	2.0524	27.486	25556	0.1079	25.969	17996	0.0536							28.999	1016524.6	1.9749952				29.479	8926.4	0.025158479	25.844	5595.5	0.027678043	26.254	84086.7	0.555023026	26.39	7865.2	0.01008361	26.128	150747.8	0.548717388	29.093	34802.1	0.497828013	27.508	276860.1	2.383301449	26.39	6302.5	0.03005399	26.126	130031.7	0.309868487	27.425	2249745.9	6.691247495	25.839	41859.2	0.266128427	26.186	51899.4	0.269222927	26.388	3688.2	0.01750605	25.181	2873.1	0.005213006	25.837	69843.3	0.069002871	26.183	91847	0.367860909																																	
